PR_ms,QRS_ms,QT_ms,QTc_ms,n_beats
114.83333333333333,150.0,350.0,238.58333333333334,6.166666666666667
117.5,160.0,360.0,316.72727272727275,7.666666666666667
57.0,133.0,333.0,472.27272727272725,20.416666666666668
82.16666666666667,114.0,314.0,278.25,8.333333333333334
131.08333333333334,160.0,360.0,544.4545454545455,4.333333333333333
149.08333333333334,150.0,350.0,314.75,7.0
109.58333333333333,114.0,314.0,224.16666666666666,5.083333333333333
127.41666666666667,160.0,358.75,472.6666666666667,3.9166666666666665
127.16666666666667,150.0,350.0,297.25,9.833333333333334
120.16666666666667,114.0,306.9166666666667,205.27272727272728,6.416666666666667
101.58333333333333,145.0,345.0,293.6666666666667,7.25
72.5,160.0,360.0,465.75,17.75
89.25,114.0,314.0,294.75,9.666666666666666
133.16666666666666,160.0,360.0,522.75,4.916666666666667
133.33333333333334,150.0,350.0,314.9166666666667,7.583333333333333
113.33333333333333,160.0,360.0,244.83333333333334,6.083333333333333
81.25,160.0,356.25,493.6363636363636,3.75
87.5,150.0,350.0,283.0,6.416666666666667
117.33333333333333,145.0,345.0,268.90909090909093,5.666666666666667
109.16666666666667,160.0,360.0,238.33333333333334,6.166666666666667
76.66666666666667,133.0,333.0,369.1666666666667,16.0
109.5,150.0,350.0,337.5833333333333,7.75
109.41666666666667,160.0,360.0,547.0,5.166666666666667
147.08333333333334,150.0,350.0,323.9166666666667,7.5
93.33333333333333,160.0,360.0,283.9166666666667,8.333333333333334
82.66666666666667,160.0,355.8333333333333,498.09090909090907,3.6666666666666665
101.08333333333333,150.0,350.0,324.25,12.416666666666666
120.83333333333333,160.0,360.0,194.45454545454547,4.083333333333333
118.66666666666667,154.0,354.0,343.27272727272725,8.333333333333334
112.5,160.0,360.0,413.27272727272725,15.75
117.83333333333333,114.0,314.0,299.3333333333333,11.0
111.5,160.0,360.0,543.4545454545455,4.583333333333333
156.25,150.0,350.0,304.5,7.416666666666667
106.66666666666667,160.0,360.0,271.5833333333333,7.416666666666667
84.33333333333333,160.0,351.25,476.4166666666667,3.9166666666666665
129.25,150.0,350.0,226.41666666666666,5.916666666666667
120.75,133.0,333.0,208.08333333333334,9.166666666666666
96.91666666666667,150.0,350.0,242.41666666666666,7.5
57.166666666666664,133.0,333.0,424.0,20.333333333333332
120.25,114.0,314.0,293.0833333333333,9.916666666666666
144.5,160.0,360.0,542.6666666666666,5.166666666666667
144.83333333333334,150.0,350.0,297.6666666666667,6.916666666666667
130.0,160.0,360.0,274.5,8.916666666666666
139.91666666666666,158.16666666666666,356.9166666666667,521.0833333333334,4.75
114.58333333333333,150.0,350.0,249.1,5.416666666666667
97.25,133.0,333.0,267.8,7.083333333333333
82.66666666666667,145.0,345.0,262.1666666666667,7.166666666666667
94.16666666666667,160.0,360.0,425.0,14.916666666666666
150.0,150.0,350.0,332.4166666666667,8.0
143.41666666666666,160.0,357.0833333333333,539.7272727272727,4.916666666666667
126.08333333333333,150.0,350.0,315.75,7.166666666666667
113.33333333333333,160.0,360.0,296.5833333333333,9.083333333333334
124.41666666666667,160.0,356.6666666666667,512.7777777777778,3.4166666666666665
91.66666666666667,133.0,333.0,263.45454545454544,7.333333333333333
155.0,160.0,360.0,204.0909090909091,5.583333333333333
134.83333333333334,145.0,345.0,259.8181818181818,5.416666666666667
93.83333333333333,150.0,350.0,258.90909090909093,7.083333333333333
102.33333333333333,114.0,314.0,296.9166666666667,8.0
132.25,160.0,360.0,550.3636363636364,4.583333333333333
141.83333333333334,150.0,350.0,320.0,7.916666666666667
116.66666666666667,160.0,360.0,269.3333333333333,6.916666666666667
88.5,160.0,362.0833333333333,525.5454545454545,4.083333333333333
